pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves,description
42,Golbat,poison,flying,75,80,70,65,75,90,1,1.6,55.0,0,Zen Headbutt;Twister;U-turn;Fly;Take Down;Secret Power;Venoshock;Ominous Wind;Sludge Bomb;Giga Drain;Mega Drain;Gust;Round;Steel Wing;Pursuit;Poison Fang;Bite;Air Slash;Absorb;Pluck;Rage;Payback;Leech Life;Heat Wave;Astonish;Facade;Hyper Beam;Thief;Double-Edge;Quick Attack;Wing Attack;Hidden Power;Brave Bird;Air Cutter;Shadow Ball;Snore;Uproar;Giga Impact;Acrobatics,Once it strikes* it will not stop draining energy from the victim even if it gets too heavy to fly.
43,Oddish,grass,poison,45,50,55,75,65,30,1,0.5,5.4,0,Acid;Petal Dance;Round;Double-Edge;Rage;Energy Ball;Dazzling Gleam;Moonblast;Take Down;Seed Bomb;Hidden Power;Secret Power;Cut;Infestation;Venoshock;Solar Beam;Bullet Seed;Absorb;Razor Leaf;Giga Drain;Snore;Sludge Bomb;Facade;Mega Drain,During the day* it keeps its face buried in the ground. At night* it wanders around sowing its seeds.
44,Gloom,grass,poison,60,65,70,85,75,40,1,0.8,8.6,0,Acid;Petal Dance;Round;Double-Edge;Rage;Energy Ball;Dazzling Gleam;Moonblast;Take Down;Seed Bomb;Hidden Power;Secret Power;Cut;Infestation;Venoshock;Solar Beam;Drain Punch;Bullet Seed;Absorb;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Sludge Bomb;Facade;Mega Drain,The fluid that oozes from its mouth isn't drool. It is a nectar that is used to attract prey.
45,Vileplume,grass,poison,75,80,85,110,90,50,1,1.2,18.6,0,Acid;Petal Dance;Body Slam;Round;Double-Edge;Rage;Energy Ball;Dazzling Gleam;Moonblast;Take Down;Seed Bomb;Hidden Power;Secret Power;Cut;Infestation;Venoshock;Solar Beam;Drain Punch;Bullet Seed;Absorb;Petal Blizzard;Razor Leaf;Giga Drain;Snore;Hyper Beam;Sludge Bomb;Facade;Mega Drain;Giga Impact,It has the world’s largest petals. With every step* the petals shake out heavy clouds of toxic pollen.
46,Paras,bug,grass,35,70,55,45,55,25,1,0.3,5.4,0,Body Slam;Dig;Take Down;Secret Power;Struggle Bug;Venoshock;Solar Beam;Rock Smash;Sludge Bomb;Giga Drain;Mega Drain;Fell Stinger;Psybeam;Skull Bash;Round;Brick Break;Scratch;Seed Bomb;Pursuit;False Swipe;Slash;Absorb;X-Scissor;Knock Off;Rage;Energy Ball;Leech Life;Cut;Bullet Seed;Facade;Thief;Double-Edge;Cross Poison;Bug Bite;Metal Claw;Hidden Power;Fury Cutter;Snore,Burrows to suck tree roots. The mushrooms on its back grow by draw­ ing nutrients from the bug host.
47,Parasect,bug,grass,60,95,80,60,80,30,1,1.0,29.5,0,Body Slam;Dig;Take Down;Secret Power;Struggle Bug;Venoshock;Solar Beam;Rock Smash;Sludge Bomb;Giga Drain;Mega Drain;Fell Stinger;Psybeam;Skull Bash;Round;Brick Break;Scratch;Seed Bomb;Pursuit;False Swipe;Slash;Absorb;X-Scissor;Knock Off;Rage;Energy Ball;Leech Life;Cut;Bullet Seed;Facade;Hyper Beam;Thief;Double-Edge;Cross Poison;Bug Bite;Metal Claw;Hidden Power;Fury Cutter;Snore;Giga Impact,A host-parasite pair in which the parasite mushroom has taken over the host bug. Prefers damp places.
48,Venonat,bug,poison,60,55,50,40,55,45,1,1.0,30.0,0,Thief;Psybeam;Round;Zen Headbutt;Double-Edge;Rage;Bug Bite;Confusion;Leech Life;Take Down;Psychic;Hidden Power;Secret Power;Poison Fang;Infestation;Struggle Bug;Venoshock;Solar Beam;Signal Beam;Sludge Bomb;Giga Drain;Snore;Facade;Mega Drain,Lives in the shadows of tall trees where it eats insects. It is attracted by light at night.
49,Venomoth,bug,poison,70,65,60,90,75,90,1,1.5,12.5,0,Zen Headbutt;Twister;U-turn;Confusion;Bug Buzz;Take Down;Secret Power;Struggle Bug;Venoshock;Solar Beam;Ominous Wind;Sludge Bomb;Giga Drain;Mega Drain;Gust;Psybeam;Round;Silver Wind;Poison Fang;Signal Beam;Rage;Energy Ball;Leech Life;Facade;Hyper Beam;Thief;Double-Edge;Bug Bite;Psychic;Hidden Power;Infestation;Air Cutter;Snore;Giga Impact;Acrobatics,The dustlike scales covering its wings are color-coded to indicate the kinds of poison it has.
50,Diglett,ground,,10,55,30,35,45,90,1,,,0,Thief;Body Slam;Round;Double-Edge;Rage;Headbutt;Ancient Power;Mud-Slap;Dig;Rock Slide;Shadow Claw;Scratch;Take Down;Earthquake;Hidden Power;Pursuit;Fury Swipes;Bulldoze;Secret Power;Cut;Astonish;Mud Bomb;Slash;Earth Power;Rock Smash;Sucker Punch;Echoed Voice;Sludge Bomb;Facade;Snore;Uproar,Lives about one yard underground where it feeds on plant roots. It sometimes appears above ground.
51,Dugtrio,ground,,35,100,60,50,70,110,1,,,0,Thief;Body Slam;Iron Head;Round;Double-Edge;Rage;Stone Edge;Headbutt;Dig;Mud-Slap;Ancient Power;Rock Slide;Shadow Claw;Metal Claw;Scratch;Take Down;Earthquake;Hidden Power;Pursuit;Fury Swipes;Bulldoze;Secret Power;Night Slash;Cut;Astonish;Mud Bomb;Slash;Earth Power;Flash Cannon;Rock Smash;Sucker Punch;Echoed Voice;Sludge Wave;Tri Attack;Hyper Beam;Snore;Sludge Bomb;Facade;Uproar;Giga Impact,A team of DIGLETT triplets. It triggers huge earthquakes by burrowing 60 miles underground.
52,Meowth,normal,dark,40,35,35,50,40,90,1,,,0,Fake Out;Hyper Voice;Body Slam;Covet;Dig;Feint;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Night Slash;Thunder;Skull Bash;Round;Assurance;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Seed Bomb;Bite;Slash;Dark Pulse;Echoed Voice;Knock Off;Rage;Payback;Retaliate;Cut;Water Gun;Pay Day;Zap Cannon;Last Resort;Facade;Thief;Double-Edge;Foul Play;Water Pulse;Dream Eater;Icy Wind;Hidden Power;Bubble Beam;Shadow Ball;Snore;Uproar,It washes its face regularly to keep the coin on its forehead spotless. It doesn’t get along with Galarian Meowth.
53,Persian,normal,dark,65,60,60,75,65,115,1,,,0,Fake Out;Hyper Voice;Body Slam;Covet;Dig;Feint;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Night Slash;Thunder;Power Gem;Skull Bash;Round;Assurance;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Seed Bomb;Bite;Slash;Dark Pulse;Echoed Voice;Play Rough;Knock Off;Rage;Payback;Retaliate;Cut;Water Gun;Pay Day;Zap Cannon;Last Resort;Facade;Hyper Beam;Thief;Double-Edge;Foul Play;Water Pulse;Dream Eater;Icy Wind;Hidden Power;Bubble Beam;Shadow Ball;Snore;Uproar;Giga Impact,Although its fur has many admirers* it is tough to raise as a pet because of its fickle meanness.
54,Psyduck,water,,50,52,48,65,50,55,1,0.8,19.6,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Take Down;Fury Swipes;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Psyshock;Psybeam;Skull Bash;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Brine;Cross Chop;Mud Bomb;Ice Beam;Signal Beam;Synchronoise;Rage;Waterfall;Water Gun;Surf;Pay Day;Submission;Facade;Aqua Tail;Strength;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Bubble Beam;Snore;Dive,While lulling its enemies with its vacant look* this wily POKéMON will use psychokinetic powers.
55,Golduck,water,,80,82,78,95,80,85,1,1.7,76.6,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Take Down;Fury Swipes;Secret Power;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Psyshock;Psybeam;Skull Bash;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Brine;Aqua Jet;Cross Chop;Mud Bomb;Ice Beam;Signal Beam;Synchronoise;Rock Climb;Rage;Waterfall;Water Gun;Surf;Pay Day;Submission;Facade;Hyper Beam;Aqua Tail;Strength;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Fury Cutter;Low Sweep;Bubble Beam;Snore;Giga Impact;Dive,Often seen swim­ ming elegantly by lake shores. It is often mistaken for the Japanese monster* Kappa.
56,Mankey,fighting,,40,80,35,35,45,70,1,0.5,28.0,0,Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Overheat;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Bulldoze;Night Slash;Outrage;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Thunder;Skull Bash;Round;Assurance;Brick Break;Rock Slide;Headbutt;Mud-Slap;Poison Jab;Iron Tail;Scratch;Earthquake;Seed Bomb;Power Trip;Pursuit;Thunder Punch;Cross Chop;Smack Down;Dual Chop;Rock Climb;Karate Chop;Rage;Payback;Retaliate;Stomping Tantrum;Thrash;Pay Day;Submission;Facade;Strength;Thief;Revenge;Double-Edge;Mega Punch;Hidden Power;Smelling Salts;Low Sweep;Snore;Close Combat;Uproar;Acrobatics,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.
57,Primeape,fighting,,65,105,60,60,70,95,1,1.0,32.0,0,Body Slam;Fire Punch;Covet;Focus Punch;Dig;Dynamic Punch;Overheat;U-turn;Thunderbolt;Take Down;Fury Swipes;Secret Power;Bulldoze;Night Slash;Outrage;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Thunder;Skull Bash;Round;Assurance;Brick Break;Stone Edge;Rock Slide;Headbutt;Mud-Slap;Poison Jab;Iron Tail;Scratch;Earthquake;Seed Bomb;Power Trip;Pursuit;Thunder Punch;Cross Chop;Smack Down;Dual Chop;Rock Climb;Karate Chop;Rage;Payback;Retaliate;Stomping Tantrum;Thrash;Pay Day;Submission;Facade;Hyper Beam;Strength;Thief;Revenge;Double-Edge;Mega Punch;Hidden Power;Smelling Salts;Low Sweep;Snore;Close Combat;Uproar;Giga Impact;Acrobatics,Always furious and tenacious to boot. It will not abandon chasing its quarry until it is caught.
58,Growlithe,fire,,55,70,45,70,50,60,1,0.7,19.0,0,Strength;Thief;Body Slam;Skull Bash;Round;Covet;Dragon Breath;Double-Edge;Fire Fang;Rage;Crunch;Headbutt;Mud-Slap;Dig;Retaliate;Incinerate;Flame Burst;Iron Tail;Ember;Overheat;Take Down;Heat Wave;Hidden Power;Secret Power;Flame Charge;Thrash;Outrage;Bite;Flare Blitz;Fire Blast;Flamethrower;Rock Smash;Flame Wheel;Wild Charge;Facade;Snore;Double Kick;Close Combat;Snarl;Burn Up,Very protective of its territory. It will bark and bite to repel intruders from its space.
59,Arcanine,fire,,90,110,80,100,80,95,1,1.9,155.0,0,Body Slam;Covet;Thunder Fang;Dig;Flame Burst;Overheat;Take Down;Secret Power;Bulldoze;Outrage;Solar Beam;Rock Smash;Skull Bash;Iron Head;Round;Headbutt;Mud-Slap;Extreme Speed;Iron Tail;Flame Charge;Bite;Fire Blast;Flamethrower;Flame Wheel;Wild Charge;Rock Climb;Fire Fang;Rage;Crunch;Retaliate;Heat Wave;Thrash;Facade;Hyper Beam;Snarl;Dragon Pulse;Strength;Thief;Dragon Breath;Double-Edge;Incinerate;Ember;Hidden Power;Flare Blitz;Snore;Double Kick;Close Combat;Giga Impact;Burn Up,A POKéMON that has been admired since the past for its beauty. It runs agilely as if on wings.
60,Poliwag,water,,40,50,40,40,40,90,1,0.6,12.4,0,Double Slap;Wake-Up Slap;Thief;Body Slam;Skull Bash;Round;Double-Edge;Hydro Pump;Rage;Waterfall;Headbutt;Dig;Water Pulse;Bubble;Scald;Take Down;Psychic;Icy Wind;Hidden Power;Secret Power;Water Gun;Surf;Mud Bomb;Ice Ball;Bubble Beam;Ice Beam;Mud Shot;Facade;Snore;Dive,Its newly grown legs prevent it from running. It appears to prefer swimming than trying to stand.
61,Poliwhirl,water,,65,65,65,50,50,90,1,1.0,20.0,0,Body Slam;Focus Punch;Dig;Bubble;Scald;Take Down;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Double Slap;Skull Bash;Round;Brick Break;Headbutt;Mud-Slap;Earthquake;Mud Bomb;Ice Ball;Ice Beam;Mud Shot;Wake-Up Slap;Rage;Waterfall;Water Gun;Surf;Submission;Facade;Strength;Thief;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Bubble Beam;Snore;Dive,Capable of living in or out of water. When out of water* it sweats to keep its body slimy.
62,Poliwrath,water,fighting,90,95,95,70,90,70,1,1.3,54.0,0,Body Slam;Focus Punch;Dig;Dynamic Punch;Bubble;Scald;Take Down;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Circle Throw;Vacuum Wave;Focus Blast;Double Slap;Skull Bash;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Mud Bomb;Ice Ball;Ice Beam;Mud Shot;Rock Climb;Wake-Up Slap;Rage;Waterfall;Payback;Water Gun;Surf;Submission;Facade;Hyper Beam;Strength;Thief;Double-Edge;Hydro Pump;Water Pulse;Mega Punch;Psychic;Icy Wind;Hidden Power;Low Sweep;Bubble Beam;Snore;Giga Impact;Dive,An adept swimmer at both the front crawl and breast stroke. Easily overtakes the best human swimmers.
63,Abra,psychic,,25,20,15,105,55,90,1,0.9,19.5,0,Body Slam;Fire Punch;Zen Headbutt;Focus Punch;Dynamic Punch;Take Down;Secret Power;Ice Punch;Mega Kick;Psyshock;Skull Bash;Round;Headbutt;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Knock Off;Rage;Energy Ball;Zap Cannon;Drain Punch;Submission;Facade;Thief;Double-Edge;Charge Beam;Foul Play;Mega Punch;Dream Eater;Psychic;Hidden Power;Shadow Ball;Tri Attack;Snore,Using its ability to read minds* it will identify impending danger and TELEPORT to safety.
64,Kadabra,psychic,,40,35,30,120,70,105,1,1.3,56.5,0,Body Slam;Fire Punch;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Take Down;Secret Power;Ice Punch;Psycho Cut;Mega Kick;Psyshock;Psybeam;Skull Bash;Round;Headbutt;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Knock Off;Rage;Energy Ball;Zap Cannon;Drain Punch;Submission;Facade;Thief;Double-Edge;Charge Beam;Foul Play;Mega Punch;Dream Eater;Psychic;Hidden Power;Shadow Ball;Tri Attack;Snore,It emits special alpha waves from its body that induce headaches just by being close by.
65,Alakazam,psychic,,55,50,65,175,105,150,1,1.5,48.0,0,Body Slam;Fire Punch;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Take Down;Secret Power;Ice Punch;Psycho Cut;Mega Kick;Focus Blast;Psyshock;Psybeam;Skull Bash;Round;Headbutt;Dazzling Gleam;Iron Tail;Thunder Punch;Signal Beam;Knock Off;Rage;Energy Ball;Zap Cannon;Drain Punch;Submission;Facade;Hyper Beam;Thief;Double-Edge;Charge Beam;Foul Play;Mega Punch;Dream Eater;Psychic;Hidden Power;Shadow Ball;Tri Attack;Snore;Giga Impact,Its brain can out­ perform a super­ computer. Its intelligence quotient is said to be 5*000.
66,Machop,fighting,,70,80,50,35,35,35,1,0.8,19.5,0,Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Skull Bash;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Thunder Punch;Cross Chop;Fire Blast;Flamethrower;Smack Down;Dual Chop;Rock Climb;Wake-Up Slap;Karate Chop;Knock Off;Rage;Payback;Retaliate;Submission;Facade;Strength;Thief;Revenge;Double-Edge;Incinerate;Mega Punch;Hidden Power;Smelling Salts;Rolling Kick;Low Sweep;Bullet Punch;Snore;Close Combat,Loves to build its muscles. It trains in all styles of martial arts to become even stronger.
67,Machoke,fighting,,80,100,70,50,60,45,1,1.5,70.5,0,Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Skull Bash;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Thunder Punch;Cross Chop;Fire Blast;Flamethrower;Smack Down;Dual Chop;Rock Climb;Wake-Up Slap;Karate Chop;Knock Off;Rage;Payback;Retaliate;Submission;Facade;Strength;Thief;Revenge;Double-Edge;Incinerate;Mega Punch;Hidden Power;Smelling Salts;Rolling Kick;Low Sweep;Bullet Punch;Snore;Close Combat,Its muscular body is so powerful* it must wear a power save belt to be able to regulate its motions.
68,Machamp,fighting,,90,130,80,65,85,55,1,1.6,130.0,0,Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Secret Power;Bulldoze;Power-Up Punch;Ice Punch;Rock Smash;Mega Kick;Vacuum Wave;Focus Blast;Skull Bash;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Earthquake;Thunder Punch;Cross Chop;Fire Blast;Flamethrower;Smack Down;Dual Chop;Rock Climb;Wake-Up Slap;Karate Chop;Knock Off;Rage;Payback;Retaliate;Submission;Facade;Hyper Beam;Strength;Thief;Revenge;Double-Edge;Incinerate;Mega Punch;Hidden Power;Smelling Salts;Rolling Kick;Low Sweep;Bullet Punch;Snore;Close Combat;Giga Impact,Using its heavy muscles* it throws powerful punches that can send the victim clear over the horizon.
69,Bellsprout,grass,poison,50,75,35,70,30,40,1,0.7,4.0,0,Acid;Cut;Thief;Round;Knock Off;Double-Edge;Rage;Slam;Energy Ball;Poison Jab;Weather Ball;Leech Life;Take Down;Seed Bomb;Hidden Power;Vine Whip;Secret Power;Infestation;Acid Spray;Venoshock;Solar Beam;Belch;Bullet Seed;Sucker Punch;Razor Leaf;Sludge Bomb;Giga Drain;Snore;Facade;Mega Drain;Power Whip,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.
70,Weepinbell,grass,poison,65,90,50,85,45,55,1,1.0,6.4,0,Acid;Cut;Thief;Round;Knock Off;Double-Edge;Rage;Bug Bite;Slam;Energy Ball;Poison Jab;Weather Ball;Leech Life;Take Down;Seed Bomb;Hidden Power;Vine Whip;Secret Power;Infestation;Acid Spray;Venoshock;Solar Beam;Belch;Bullet Seed;Sucker Punch;Razor Leaf;Sludge Bomb;Giga Drain;Snore;Facade;Mega Drain;Power Whip,It spits out POISONPOWDER to immobilize the enemy and then finishes it with a spray of ACID.
71,Victreebel,grass,poison,80,105,65,100,70,70,1,1.7,15.5,0,Body Slam;Weather Ball;Leaf Tornado;Take Down;Secret Power;Venoshock;Solar Beam;Belch;Sludge Bomb;Giga Drain;Mega Drain;Power Whip;Round;Slam;Poison Jab;Seed Bomb;Vine Whip;Razor Leaf;Acid;Knock Off;Rage;Energy Ball;Leech Life;Cut;Bullet Seed;Facade;Hyper Beam;Leaf Blade;Thief;Double-Edge;Bug Bite;Hidden Power;Infestation;Acid Spray;Leaf Storm;Sucker Punch;Snore;Giga Impact,Said to live in huge colonies deep in jungles* although no one has ever returned from there.
72,Tentacool,water,poison,40,40,35,50,100,70,1,0.9,45.5,0,Bubble;Scald;Take Down;Secret Power;Venoshock;Muddy Water;Sludge Wave;Aurora Beam;Sludge Bomb;Giga Drain;Mega Drain;Skull Bash;Constrict;Round;Dazzling Gleam;Poison Jab;Brine;Hex;Ice Beam;Acid;Knock Off;Rage;Waterfall;Payback;Rapid Spin;Poison Sting;Cut;Water Gun;Surf;Facade;Thief;Double-Edge;Hydro Pump;Water Pulse;Icy Wind;Hidden Power;Infestation;Acid Spray;Bubble Beam;Snore;Dive,Drifts in shallow seas. Anglers who hook them by accident are often punished by its stinging acid.
73,Tentacruel,water,poison,80,70,65,80,120,100,1,1.6,55.0,0,Bubble;Scald;Take Down;Secret Power;Venoshock;Muddy Water;Sludge Wave;Aurora Beam;Sludge Bomb;Giga Drain;Mega Drain;Skull Bash;Constrict;Round;Dazzling Gleam;Poison Jab;Brine;Hex;Ice Beam;Acid;Knock Off;Rage;Waterfall;Payback;Rapid Spin;Poison Sting;Cut;Water Gun;Surf;Facade;Hyper Beam;Thief;Double-Edge;Hydro Pump;Water Pulse;Icy Wind;Hidden Power;Infestation;Acid Spray;Bubble Beam;Snore;Giga Impact;Dive,The tentacles are normally kept short. On hunts* they are extended to ensnare and immobilize prey.
74,Geodude,rock,ground,40,80,100,30,30,20,1,,,0,Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Take Down;Superpower;Bulldoze;Secret Power;Power-Up Punch;Explosion;Rock Smash;Round;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Thunder Punch;Fire Blast;Flamethrower;Smack Down;Rock Climb;Rage;Ancient Power;Submission;Facade;Rollout;Strength;Double-Edge;Incinerate;Mega Punch;Hidden Power;Hammer Arm;Earth Power;Sucker Punch;Snore,Found in fields and mountains. Mistaking them for boulders* people often step or trip on them.
75,Graveler,rock,ground,55,95,115,45,45,35,1,,,0,Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Thunderbolt;Take Down;Superpower;Bulldoze;Secret Power;Discharge;Power-Up Punch;Explosion;Rock Smash;Thunder;Round;Volt Switch;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Thunder Punch;Fire Blast;Flamethrower;Smack Down;Rock Climb;Rage;Ancient Power;Submission;Spark;Facade;Rollout;Strength;Double-Edge;Incinerate;Charge Beam;Mega Punch;Hidden Power;Brutal Swing;Hammer Arm;Earth Power;Sucker Punch;Snore,Rolls down slopes to move. It rolls over any obstacle without slowing or changing its direction.
76,Golem,rock,ground,80,120,130,55,65,45,1,,,0,Self-Destruct;Body Slam;Fire Punch;Focus Punch;Dig;Dynamic Punch;Thunderbolt;Take Down;Superpower;Bulldoze;Secret Power;Discharge;Power-Up Punch;Explosion;Rock Smash;Mega Kick;Focus Blast;Thunder;Round;Iron Head;Volt Switch;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Thunder Punch;Fire Blast;Flamethrower;Smack Down;Rock Climb;Rage;Ancient Power;Submission;Spark;Facade;Hyper Beam;Rollout;Strength;Double-Edge;Incinerate;Charge Beam;Mega Punch;Hidden Power;Brutal Swing;Fury Cutter;Hammer Arm;Steamroller;Earth Power;Sucker Punch;Snore;Giga Impact,Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage.
77,Ponyta,fire,,50,85,55,65,65,90,1,1.0,30.0,0,Strength;Bounce;Body Slam;Skull Bash;Round;Double-Edge;Quick Attack;Rage;Headbutt;Incinerate;High Horsepower;Iron Tail;Ember;Overheat;Take Down;Heat Wave;Hidden Power;Secret Power;Flame Charge;Thrash;Solar Beam;Flare Blitz;Fire Blast;Flamethrower;Echoed Voice;Flame Wheel;Wild Charge;Inferno;Facade;Snore;Double Kick;Stomp,Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time.
78,Rapidash,fire,,65,100,70,80,80,105,1,1.7,95.0,0,Strength;Bounce;Body Slam;Skull Bash;Round;Double-Edge;Quick Attack;Rage;Headbutt;Incinerate;Poison Jab;High Horsepower;Iron Tail;Ember;Overheat;Take Down;Heat Wave;Fury Attack;Hidden Power;Flame Charge;Secret Power;Thrash;Solar Beam;Flare Blitz;Drill Run;Fire Blast;Flamethrower;Echoed Voice;Flame Wheel;Megahorn;Wild Charge;Inferno;Facade;Snore;Hyper Beam;Double Kick;Stomp;Giga Impact,Very competitive* this POKéMON will chase anything that moves fast in the hopes of racing it.
79,Slowpoke,water,psychic,90,65,65,40,40,15,1,1.2,36.0,0,Body Slam;Zen Headbutt;Dig;Confusion;Scald;Take Down;Secret Power;Bulldoze;Belch;Psyshock;Skull Bash;Round;Headbutt;Mud-Slap;Iron Tail;Brine;Earthquake;Ice Beam;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Rage;Water Gun;Surf;Pay Day;Zap Cannon;Facade;Aqua Tail;Stomp;Strength;Double-Edge;Incinerate;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Bubble Beam;Shadow Ball;Tri Attack;Snore;Dive,Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack.
80,Slowbro,water,psychic,95,75,180,130,80,30,1,1.6,78.5,0,Body Slam;Zen Headbutt;Focus Punch;Dig;Dynamic Punch;Confusion;Scald;Take Down;Secret Power;Bulldoze;Belch;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Psyshock;Skull Bash;Round;Avalanche;Brick Break;Headbutt;Mud-Slap;Iron Tail;Brine;Earthquake;Ice Beam;Signal Beam;Fire Blast;Flamethrower;Echoed Voice;Rage;Water Gun;Surf;Pay Day;Zap Cannon;Drain Punch;Submission;Facade;Hyper Beam;Aqua Tail;Stomp;Strength;Double-Edge;Incinerate;Foul Play;Water Pulse;Mega Punch;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Bubble Beam;Shadow Ball;Tri Attack;Snore;Giga Impact;Dive,The SHELLDER that is latched onto SLOWPOKE's tail is said to feed on the host's left over scraps.
